# filename, date, obj, bjd, rv, e_rv, exptime, progid, airm, drift, bis, fwhm, s_hk, e_s_hk, snr
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2014-10-31T00:03:36.660_bis_G2_A.fits,2014-10-31T00:18:39.398,HIP-96160,2456961.50458546,-15533.6604637324,1.7587272655766,900.0016,188.C-0265(M),1.236,-0.231,-0.0281433469089301,7.08270359516404,0.18178399103102352,0.0018782141351360094,48.7
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2013-07-11T05:35:52.225_bis_G2_A.fits,2013-07-11T05:50:54.636,HIP-96160,2456484.74372544,-15552.9985630134,1.14125322840253,900.0008,188.C-0265(G),1.113,-4.382,-0.0263345167444147,7.08993227425225,0.17685441306102473,0.0013640338663034744,68.0
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2019-08-18T06:01:59.496_bis_G2_A.fits,2019-08-18T06:17:01.430,HIP96160,2458713.76027983,-15514.9015328285,0.687525199773727,899.9982,188.C-0265(R),1.412,0.681,-0.00602832847765278,7.10163340690383,0.19975078625576825,0.0009525356361080094,110.3
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2015-09-19T02:14:55.445_bis_G2_A.fits,2015-09-19T02:29:57.826,HIP-96160,2457284.60058864,-15532.4722708668,0.675696355834866,899.9983,188.C-0265(P),1.177,-0.964,-0.00869265190862478,7.0901295993722,0.18888994326429734,0.0008162908507624309,105.0
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2017-10-20T23:57:40.151_bis_G2_A.fits,2017-10-21T00:17:41.818,HIP96160,2458047.50430795,-15525.7855552066,0.441484710186429,1199.9982,0100.D-0444(A),1.165,-0.091,-0.00939395631216833,7.08805347960506,0.18403209908829277,0.0006177717916254467,182.2
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2014-07-14T05:16:08.457_bis_G2_A.fits,2014-07-14T05:31:11.789,HIP-96160,2456852.72968987,-15547.2099061395,0.826440086441074,900.0011,188.C-0265(K),1.109,0.144,-0.0212593393967264,7.07510157580047,0.1939059383439931,0.0010343144214021718,91.6
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2012-08-26T02:58:33.166_bis_G2_A.fits,2012-08-26T03:13:35.805,HIP-96160,2456165.6325482,-15538.041480185,0.701257233663681,900.0004,188.C-0265(D),1.127,2.924,-0.0188768045603549,7.07238953907357,0.19653088680990957,0.0008640034521533248,106.6
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2013-07-13T04:36:24.348_bis_G2_A.fits,2013-07-13T04:51:26.758,HIP-96160,2456486.70210473,-15547.781958893,0.575448178331382,900.0007,188.C-0265(G),1.107,-5.663,-0.0244748443974245,7.08361597413038,0.19453039589622445,0.0007491468105399472,139.2
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2011-10-13T00:45:05.189_bis_G2_A.fits,2011-10-13T01:00:07.913,HIP-96160,2455847.53601666,-15533.3281045842,1.14741347452435,900.0053,188.C-0265(A),1.184,-0.393,-0.0246617941622098,7.09082868328871,0.18208043754988748,0.0013527066048402165,68.0
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2014-09-06T01:34:46.453_bis_G2_A.fits,2014-09-06T01:49:49.806,HIP-96160,2456906.5730494,-15538.4830999896,1.40492348103419,900.0016,188.C-0265(L),1.107,-0.473,-0.0183128812352855,7.07853275715684,0.17919327733475338,0.0015033157923380748,58.0
